monomer_ID,smiles,mol_weight_monomer,atomic_weight_mean,vdw_volume_monomer,qm_total_energy_monomer,qm_homo_monomer,qm_lumo_monomer,qm_dipole_monomer,qm_dipole_x_monomer,qm_dipole_y_monomer,qm_dipole_z_monomer,qm_polarizability_monomer,qm_polarizability_xx_monomer,qm_polarizability_yy_monomer,qm_polarizability_zz_monomer,qm_polarizability_xy_monomer,qm_polarizability_xz_monomer,qm_polarizability_yz_monomer,temp,press,tacticity,DP,n_mol,n_atom_mean,Mn,density,density_min,density_max,density_std,density_count,Rg,Rg_min,Rg_max,Rg_std,Rg_count,r2,r2_min,r2_max,r2_std,r2_count,self-diffusion,self-diffusion_min,self-diffusion_max,self-diffusion_std,self-diffusion_count,Cp,Cp_min,Cp_max,Cp_std,Cp_count,Cv,Cv_min,Cv_max,Cv_std,Cv_count,compressibility,compressibility_min,compressibility_max,compressibility_std,compressibility_count,bulk_modulus,bulk_modulus_min,bulk_modulus_max,bulk_modulus_std,bulk_modulus_count,isentropic_compressibility,isentropic_compressibility_min,isentropic_compressibility_max,isentropic_compressibility_std,isentropic_compressibility_count,isentropic_bulk_modulus,isentropic_bulk_modulus_min,isentropic_bulk_modulus_max,isentropic_bulk_modulus_std,isentropic_bulk_modulus_count,volume_expansion,volume_expansion_min,volume_expansion_max,volume_expansion_std,volume_expansion_count,linear_expansion,linear_expansion_min,linear_expansion_max,linear_expansion_std,linear_expansion_count,static_dielectric_const,static_dielectric_const_min,static_dielectric_const_max,static_dielectric_const_std,static_dielectric_const_count,dielectric_const_dc,dielectric_const_dc_min,dielectric_const_dc_max,dielectric_const_dc_std,dielectric_const_dc_count,nematic_order_parameter,nematic_order_parameter_min,nematic_order_parameter_max,nematic_order_parameter_std,nematic_order_parameter_count,refractive_index,refractive_index_min,refractive_index_max,refractive_index_std,refractive_index_count,thermal_conductivity,thermal_conductivity_min,thermal_conductivity_max,thermal_conductivity_std,thermal_conductivity_count,thermal_diffusivity,thermal_diffusivity_min,thermal_diffusivity_max,thermal_diffusivity_std,thermal_diffusivity_count,TC_ke,TC_ke_min,TC_ke_max,TC_ke_std,TC_ke_count,TC_pe,TC_pe_min,TC_pe_max,TC_pe_std,TC_pe_count,TC_pair,TC_pair_min,TC_pair_max,TC_pair_std,TC_pair_count,TC_bond,TC_bond_min,TC_bond_max,TC_bond_std,TC_bond_count,TC_angle,TC_angle_min,TC_angle_max,TC_angle_std,TC_angle_count,TC_dihed,TC_dihed_min,TC_dihed_max,TC_dihed_std,TC_dihed_count,TC_improper,TC_improper_min,TC_improper_max,TC_improper_std,TC_improper_count,TC_kspace,TC_kspace_min,TC_kspace_max,TC_kspace_std,TC_kspace_count,polymer_class
PI175,*C(C*)c1ccc(cc1)F,122.142,7.633875,122.016,-1077319.773,-8.968492873,1.631679035,1.834553905,1.772306016,0.151784268,0.448866296,13.73336042,17.1346125,14.13635893,9.929109826,0.393114442,1.51247925,-0.757324659,300,1,atactic,62,10,1000,7602.874,1.087380654,1.077978638,1.101222287,0.009013033,5,16.33327108,14.25605027,18.86002346,1.657006606,5,11.78238386,3.467922649,16.93037461,5.565415481,5,9.29E-13,6.11E-13,1.59E-12,3.93E-13,5,2908.635479,2850.280197,2949.109969,40.26094294,5,2851.169765,2765.198649,2906.079646,55.11033003,5,4.85E-10,4.52E-10,5.11E-10,2.43E-11,5,2068854998,1957578946,2215322111,105320187.4,5,4.75E-10,4.43E-10,5.04E-10,2.39E-11,5,2110666990,1986650192,2256766080,106846769.3,5,0.000315025,0.000281964,0.000393465,4.47E-05,5,0.000105008,9.40E-05,0.000131155,1.49E-05,5,1.112920481,1.09077227,1.145494272,0.02020927,5,2.45081805,2.411960262,2.489078851,0.030927272,5,0.037985889,0.026224836,0.050296166,0.01048738,5,1.52901129,1.523544549,1.53708005,0.005249419,5,0.163887726,0.155438256,0.169675372,0.005339055,5,5.18E-08,4.95E-08,5.41E-08,1.82E-09,5,0.004122665,-0.004020707,0.008097082,0.004826939,5,0.001863245,-0.003996324,0.010043295,0.005912778,5,0.041024022,0.029804675,0.053750333,0.009500264,5,0.045326821,0.028546319,0.065871356,0.015689682,5,0.049282711,0.040965595,0.061374058,0.007736014,5,0.02098207,0.015944463,0.028450947,0.005227947,5,0.000125872,-0.000107722,0.00028709,0.000147637,5,0.001160321,0.000569338,0.002084225,0.000577305,5,2
PI176,*C(C*)c1ccc(cc1)I,230.048,14.378,146.304,-844862.3248,-8.695871072,1.304860763,2.106153922,-2.04125315,0.234163598,0.462965795,17.92688357,25.19977158,14.87901214,13.70186699,-1.520955322,-2.763796043,-1.802681938,300,1,atactic,62,10,1000,14293.046,1.7178258,1.695206065,1.748509225,0.022090138,5,17.87087737,16.94906415,18.412416,0.589337345,5,16.12243277,13.27951542,20.3353867,2.640338251,5,5.87E-13,3.32E-13,1.07E-12,2.98E-13,5,1579.107875,1549.217452,1626.68912,33.5132389,5,1547.145235,1522.674162,1599.866854,30.4667356,5,5.04E-10,4.48E-10,6.09E-10,6.22E-11,5,2007753852,1641596852,2242740780,225943906.4,5,4.94E-10,4.41E-10,6.02E-10,6.33E-11,5,2049612209,1660356899,2279618078,235085839.9,5,0.000291524,0.000242045,0.000440603,8.40E-05,5,9.72E-05,8.07E-05,0.000146868,2.80E-05,5,1.084027448,1.074326889,1.093522985,0.00687795,5,2.613714048,2.573651513,2.664681797,0.035882305,5,0.03705182,0.027623499,0.048421935,0.00886531,5,1.590476892,1.580925243,1.603483337,0.009344497,5,0.097198673,0.087433544,0.104913314,0.006283384,5,3.58E-08,3.31E-08,3.71E-08,1.64E-09,5,0.003721347,0.002794621,0.005740132,0.001256413,5,0.005605138,-0.001576568,0.014055263,0.006448329,5,0.031371253,0.021771565,0.037989959,0.006187084,5,0.023287494,0.011185584,0.034771325,0.010374389,5,0.02546499,0.020203878,0.031454246,0.005017036,5,0.00777091,0.003337736,0.010795414,0.002834854,5,6.87E-06,-8.35E-05,0.000139567,8.18E-05,5,-2.93E-05,-0.000418999,0.00048326,0.000355652,5,2
PI177,*C(C*)c1ccc(cc1)N(C)C,147.221,6.134208333,162.112,-1168563.5,-7.458342441,2.106821887,1.475380135,-1.464952079,0.119927744,-0.127590304,19.55960356,26.35387859,18.71834557,13.60658652,-0.937838094,-1.339986891,-0.720521301,300,1,atactic,41,10,992,6066.131,1.01782468,1.005165798,1.028813379,0.008638845,5,13.8215352,12.28102978,15.80914497,1.325739122,5,8.05716972,1.867415024,13.06016847,4.20849742,5,6.60E-13,2.22E-13,1.01E-12,3.30E-13,5,3539.94619,3464.792081,3626.302614,69.3551376,5,3419.044367,3372.25738,3454.669206,33.86655683,5,3.72E-10,2.98E-10,4.41E-10,5.36E-11,5,2736501356,2265467949,3359620416,410219310.5,5,3.59E-10,2.88E-10,4.31E-10,5.27E-11,5,2833184804,2318073598,3466481434,425061643.4,5,0.000384943,0.000332047,0.000461126,6.68E-05,5,0.000128314,0.000110682,0.000153709,2.23E-05,5,1.101359417,1.095483376,1.107776842,0.005972539,5,2.654586893,2.620962876,2.6775856,0.022699882,5,0.032197116,0.014690749,0.055002902,0.019792646,5,1.597872385,1.58871871,1.60584863,0.006256757,5,0.270531824,0.245455302,0.289875644,0.017265309,5,7.50E-08,6.98E-08,7.84E-08,3.61E-09,5,0.013822577,0.008802892,0.01926154,0.003984056,5,0.019308687,0.004914467,0.043794001,0.014796881,5,0.075720817,0.052554014,0.100959741,0.017374942,5,0.061937284,0.013297509,0.092160763,0.031790396,5,0.076751449,0.059609373,0.103915108,0.016485542,5,0.022590967,0.01549327,0.031025138,0.00603477,5,0.000196333,0.000135493,0.000287521,5.92E-05,5,0.000203711,-0.000483487,0.001541286,0.000786274,5,2
PI178,*C(C*)c1ccc(cc1)OC,134.178,6.7089,142.2,-1117480.641,-8.234078418,1.93010561,1.221663445,0.50042781,0.647291322,0.907219667,16.56881187,22.14022769,13.29004887,14.27615905,-0.743664287,-0.325534488,2.317466902,300,1,atactic,50,10,1008,6738.97,1.042086594,1.034357819,1.047801201,0.005665058,5,15.63545147,14.06666329,16.80630253,1.076945326,5,14.20178743,7.214020262,17.76726152,4.236068873,5,4.73E-13,2.38E-13,8.40E-13,2.47E-13,5,3275.472921,3186.168528,3352.476651,74.43129674,5,3195.721114,3103.943116,3261.250055,63.69180449,5,3.85E-10,3.55E-10,4.16E-10,2.31E-11,5,2607218330,2402561842,2818003095,156653740.9,5,3.75E-10,3.47E-10,4.05E-10,2.14E-11,5,2671776899,2468633981,2881438969,152453568.5,5,0.000324763,0.000261778,0.000371113,4.49E-05,5,0.000108254,8.73E-05,0.000123704,1.50E-05,5,1.532745262,1.401398673,1.719475566,0.117184564,5,2.974605632,2.849583836,3.152860398,0.111540116,5,0.023984644,0.019899943,0.033459971,0.005487822,5,1.562641786,1.557581248,1.566388814,0.003711306,5,0.215501326,0.205707463,0.222917422,0.006676072,5,6.32E-08,5.87E-08,6.52E-08,2.69E-09,5,0.007236863,0.003745674,0.01013169,0.003064958,5,0.005627114,-0.000277306,0.013245398,0.005488517,5,0.053249074,0.038204399,0.065707721,0.010920711,5,0.064391171,0.049270139,0.074796403,0.009465672,5,0.060338467,0.055655004,0.068042034,0.004841648,5,0.023327616,0.01894032,0.031360587,0.00475556,5,0.000134609,-6.19E-06,0.000348989,0.000148656,5,0.001196412,-1.31E-05,0.00339119,0.001346883,5,2
PI179,*C(C*)c1ccc(cc1)OCC,148.205,6.443695652,159.384,-1220762.511,-8.179435081,1.929792758,1.286071354,-0.489212048,1.188716212,0.040060788,18.37973115,24.44173356,17.22917035,13.46828954,-0.202987173,0.51548013,0.930424272,300,1,atactic,43,10,997,6402.885,1.016879034,1.011643793,1.025609866,0.005504374,5,14.46497808,13.83232802,15.19372655,0.595251849,5,10.42197477,7.995645487,12.40510723,1.980125436,5,4.00E-13,1.73E-13,7.57E-13,2.47E-13,5,3475.003339,3374.629871,3594.143188,80.59335752,5,3356.834093,3284.932308,3420.366453,51.63807425,5,4.27E-10,3.71E-10,5.08E-10,5.19E-11,5,2368205562,1968169629,2693399570,272879898.1,5,4.12E-10,3.61E-10,4.84E-10,4.63E-11,5,2449470526,2068137552,2766961792,263561117.9,5,0.000412199,0.000336913,0.000545106,7.95E-05,5,0.0001374,0.000112304,0.000181702,2.65E-05,5,1.603952291,1.497778862,1.72768286,0.103637229,5,3.003548137,2.886810525,3.144949746,0.113083145,5,0.04333642,0.03159578,0.048394023,0.006838965,5,1.549059565,1.545649269,1.554756214,0.003589697,5,0.242464965,0.220819596,0.2674526,0.01851486,5,6.87E-08,6.28E-08,7.63E-08,5.97E-09,5,0.014309815,0.007231008,0.018639516,0.004509055,5,0.002259514,-0.006050274,0.00566536,0.004747183,5,0.064688617,0.048978123,0.071846241,0.009018633,5,0.066476439,0.039001549,0.095707778,0.020757096,5,0.070929134,0.066776099,0.076715161,0.004060903,5,0.023170479,0.018703671,0.027648073,0.003813538,5,0.000129379,7.30E-05,0.000257913,7.66E-05,5,0.000501587,-0.001026861,0.001640879,0.00099881,5,2
PI180,*C(C*)c1ccc(cc1)OCCC,162.232,6.239692308,175.624,-1324040.456,-8.216370002,1.936924945,1.097313031,0.316993821,-0.781615816,-0.701917034,20.35643504,27.31111223,17.50439684,16.25379604,-0.677429185,-0.036866086,2.083669706,300,1,atactic,38,10,996,6194.886,0.991729585,0.987796385,0.995896491,0.003715042,5,14.44443348,13.79591955,15.75263376,0.775874691,5,10.46692693,6.699720726,13.56335717,2.730217677,5,1.14E-12,6.15E-13,1.77E-12,4.37E-13,5,3602.091447,3406.366381,3972.803925,216.0494945,5,3428.158425,3332.006969,3543.861988,75.62706308,5,5.13E-10,4.18E-10,7.49E-10,1.35E-10,5,2037805646,1337468803,2392996014,413920865.8,5,4.85E-10,4.03E-10,6.68E-10,1.06E-10,5,2127610144,1498989344,2481060833,380367501.5,5,0.00052795,0.00034404,0.001026484,0.000281546,5,0.000175983,0.00011468,0.000342161,9.38E-05,5,1.352244161,1.296518606,1.478318653,0.074605532,5,2.724825591,2.670920701,2.851661138,0.074188418,5,0.043801853,0.017141958,0.071646647,0.019336516,5,1.540317076,1.537742281,1.543046658,0.002432566,5,0.243869844,0.233934395,0.254558578,0.007919567,5,6.85E-08,6.08E-08,7.19E-08,4.39E-09,5,0.017278765,0.015441512,0.019062013,0.001619957,5,0.015331267,0.004146499,0.037176481,0.012859484,5,0.074992003,0.045832691,0.095738373,0.018381662,5,0.042048979,0.007275296,0.081579888,0.02664274,5,0.074434841,0.068880198,0.089950274,0.008942152,5,0.019680277,0.017803041,0.022639288,0.001953508,5,4.64E-05,-6.21E-05,0.000184879,9.89E-05,5,5.73E-05,-0.000741268,0.001552178,0.000971982,5,2
PI181,*C(C*)c1ccc(cc1)OCCCC,176.259,6.077896552,192.464,-1427312.744,-8.214111831,1.938027604,1.046922449,-0.377756152,0.666908042,0.71314835,22.27562846,30.14229566,17.95777753,18.72681219,0.80157813,0.372532265,2.250482561,300,1,atactic,34,10,994,6022.876,0.984185099,0.978716047,0.990389408,0.004470146,5,13.6870881,13.2524038,14.65906274,0.583796827,5,8.827839633,6.912310502,11.188644,1.615536611,5,7.30E-13,5.35E-13,1.21E-12,2.80E-13,5,3758.506945,3542.111301,3946.894419,146.2907503,5,3536.284434,3448.674273,3587.841918,56.32746834,5,5.39E-10,3.97E-10,6.81E-10,1.12E-10,5,1928174529,1470199601,2525133842,419440739,5,5.06E-10,3.87E-10,6.40E-10,9.84E-11,5,2042060201,1565505267,2593106222,403542142.9,5,0.000619562,0.000349782,0.00083846,0.000183072,5,0.000206521,0.000116594,0.000279487,6.10E-05,5,1.313609077,1.294557484,1.365935281,0.029934784,5,2.685260528,2.660798488,2.738372397,0.030543126,5,0.037629713,0.03194977,0.056933301,0.010802553,5,1.540014448,1.536410591,1.544109133,0.002948028,5,0.246692673,0.236848117,0.252632713,0.007529656,5,6.67E-08,6.43E-08,6.85E-08,1.91E-09,5,0.007069443,0.000428752,0.011318186,0.005012146,5,0.002451446,-0.003367112,0.01479861,0.007101189,5,0.05425067,0.040682506,0.06940806,0.010202026,5,0.079110644,0.051037004,0.09845793,0.017622816,5,0.084795815,0.078192066,0.089468814,0.00464951,5,0.01801257,0.012568041,0.026503708,0.005515398,5,0.00013177,-8.93E-05,0.000359372,0.000209915,5,0.000870315,0.000164722,0.001995092,0.0009033,5,2
PI182,*C(C*)c1ccc(cc1)OCCC(C)C,190.286,5.9464375,208.688,-1530590.273,-8.229325155,1.924880127,0.921189041,-0.182066911,0.88655301,0.171652698,24.01380482,31.52893308,21.60120856,18.91127282,0.311165724,-1.934469885,1.014705257,300,1,atactic,31,10,1000,5928.936,0.976437278,0.975486751,0.977387804,0,2,15.22506355,14.93694816,15.51317894,0,2,14.43394161,12.80526145,16.06262177,0,2,8.57E-13,8.44E-13,8.70E-13,0,2,3696.091273,3687.284006,3704.89854,0,2,3557.222407,3548.441746,3566.003069,0,2,4.02E-10,3.57E-10,4.46E-10,0,2,2521820952,2242259621,2801382284,0,2,3.86E-10,3.45E-10,4.27E-10,0,2,2618825230,2341082820,2896567641,0,2,0.000425991,0.000375306,0.000476676,0,2,0.000141997,0.000125102,0.000158892,0,2,1.287998411,1.278103646,1.297893175,0,2,2.641129777,2.629323662,2.652935891,0,2,0.051521455,0.049501194,0.053541715,0,2,1.533991844,1.533368845,1.534614843,0,2,0.282457207,0.27537519,0.289539225,0,2,7.83E-08,7.66E-08,8.00E-08,0,2,0.020283141,0.016566705,0.023999577,0,2,-0.007539298,-0.011751693,-0.003326903,0,2,0.078607881,0.075327065,0.081888697,0,2,0.069619116,0.062556436,0.076681796,0,2,0.094291418,0.086753835,0.101829001,0,2,0.02641881,0.022932998,0.029904623,0,2,7.26E-05,-3.61E-05,0.00018136,0,2,0.000703522,0.000475819,0.000931224,0,2,2
PI183,*C(C*)c1ccc(cc1)Oc1ccccc1,196.249,7.268481481,196.904,-1621196.812,-8.339648374,1.560611506,1.34476548,0.568895175,0.082262197,1.215724232,25.05575826,33.8775966,19.04054714,22.24913106,3.115429942,1.442218331,0.053157856,300,1,atactic,37,10,1007,7291.283,1.10105886,1.095490594,1.107512717,0.005628493,4,15.76562328,15.26126079,16.07044087,0.352507149,4,14.88055087,14.27976881,15.50387938,0.57917336,4,9.50E-13,3.03E-13,1.26E-12,4.37E-13,4,3026.416502,2966.785749,3089.076207,50.44032671,4,2941.425689,2889.831167,3038.001216,69.12722127,4,3.43E-10,3.00E-10,4.16E-10,5.33E-11,4,2964814987,2402628627,3333876136,427157671.5,4,3.34E-10,2.91E-10,4.10E-10,5.39E-11,4,3052259642,2443042166,3434260392,449527156.5,4,0.00032081,0.000278719,0.000396367,5.23E-05,4,0.000106937,9.29E-05,0.000132122,1.74E-05,4,1.167571215,1.139783181,1.207008893,0.032531055,4,2.815945989,2.777471817,2.846653859,0.035146683,4,0.044494533,0.034276371,0.055649985,0.010041481,4,1.627379089,1.623412095,1.631982254,0.004012153,4,0.221253857,0.213337451,0.230510298,0.007201571,4,6.64E-08,6.45E-08,7.02E-08,2.55E-09,4,0.009183106,0.006556371,0.012525189,0.002616395,4,0.003917581,0.001134474,0.008687377,0.003525402,4,0.055824108,0.05468788,0.056774391,0.000859853,4,0.057686504,0.05443439,0.06238966,0.003529467,4,0.062999739,0.057494581,0.070596563,0.005510779,4,0.030249449,0.02306675,0.035899346,0.005357972,4,0.000306222,0.00020694,0.000421596,8.87E-05,4,0.001087148,-0.000254533,0.002213239,0.001283805,4,2
PI184,*C(C*)c1ccc(cc1)c1ccc(cc1)c1ccccc1,256.348,7.120777778,259.888,-2030630.892,-8.135934135,0.813320985,0.456267043,0.455020441,0.00499187,0.03333309,37.08831813,58.48951541,31.49030978,21.28512921,-0.664174821,-1.030816244,-1.260321032,300,1,atactic,28,10,1016,7207.814,1.054606035,1.043077711,1.060969215,0.007009084,5,14.4176585,12.52585327,16.02516618,1.370251808,5,9.702033192,6.332991234,15.1355705,3.74159237,5,7.63E-13,2.99E-13,1.25E-12,3.69E-13,5,3131.460362,3093.201384,3181.695953,35.17395677,5,3066.410154,3022.523066,3129.123093,39.74918888,5,3.83E-10,3.36E-10,4.82E-10,6.14E-11,5,2658208965,2075894643,2977080758,379520625.2,5,3.76E-10,3.27E-10,4.75E-10,6.20E-11,5,2716036146,2107275321,3054437478,398506782.1,5,0.000289649,0.000237683,0.000349285,4.16E-05,5,9.65E-05,7.92E-05,0.000116428,1.39E-05,5,1.032759424,1.031420119,1.033728278,0.000860827,5,2.910005507,2.875465374,2.928338916,0.020775378,5,0.063854262,0.037765469,0.094490384,0.025254122,5,1.696236306,1.686429736,1.701664526,0.005966404,5,0.239465602,0.23077741,0.251186355,0.008388535,5,7.25E-08,6.99E-08,7.53E-08,1.97E-09,5,0.006471259,-0.000872551,0.017065662,0.006550119,5,0.012496145,-0.010965013,0.04526986,0.020374395,5,0.053235922,0.023057264,0.08992649,0.024476952,5,0.069642184,0.006452626,0.112356067,0.039403215,5,0.052476791,0.043366144,0.067799301,0.009169831,5,0.044427426,0.032206451,0.057553869,0.009082697,5,0.000447481,0.000216465,0.000937623,0.000288736,5,0.000268394,-0.000493136,0.001105884,0.000569463,5,2
PI185,*C(C*)c1ccc(cc1)S(=O)(=O)OCCC,226.297,7.803344828,210.272,-2764704.017,-9.828745242,0.681812134,6.554428095,-3.141704239,2.443316292,5.207727684,23.19061299,26.21323449,21.21712708,22.1414774,-0.731983432,-3.824378876,0.534538984,300,1,atactic,34,10,994,7724.168,1.166750668,1.156478503,1.177819489,0.009061539,5,13.6160521,12.18276359,14.65522866,1.040118081,5,8.121980404,3.049444864,11.57329907,3.358571162,5,4.97E-13,2.28E-13,6.64E-13,1.64E-13,5,2913.770066,2817.799107,2962.019833,57.76363781,5,2806.381714,2755.304381,2851.650707,34.33232918,5,3.68E-10,2.70E-10,4.87E-10,7.89E-11,5,2818794187,2064568656,3706183427,597057688.5,5,3.54E-10,2.64E-10,4.60E-10,7.13E-11,5,2920282320,2179820971,3790196856,584980236,5,0.000390389,0.00025725,0.000543467,0.000105991,5,0.00013013,8.58E-05,0.000181156,3.53E-05,5,1.584506228,1.528994427,1.635354329,0.043703743,5,2.88016155,2.837887837,2.942832107,0.046002998,5,0.039620485,0.033176017,0.051364788,0.007087915,5,1.515136043,1.509750163,1.520949933,0.004755913,5,0.209057278,0.200501088,0.214077112,0.005531092,5,6.15E-08,5.79E-08,6.44E-08,2.41E-09,5,0.008738479,0.003711249,0.015518655,0.004357166,5,0.005253045,-0.003439701,0.012395891,0.005851775,5,0.054200145,0.044888836,0.061985787,0.007392761,5,0.054091938,0.039140396,0.081088429,0.016148844,5,0.068582668,0.058779561,0.081520646,0.00868454,5,0.017758026,0.013968949,0.021306646,0.003197255,5,0.000152476,-3.20E-05,0.000220419,0.000105508,5,0.000280501,-0.001003163,0.001689585,0.000987506,5,2
PI186,*C(C*)c1c(cccc1Cl)Cl,173.042,10.815125,147.048,-3230340.077,-9.363722503,1.271950236,1.072470054,-1.029675967,-0.145173447,0.262457789,17.62557095,19.92455787,19.90873889,13.04341609,0.311494101,-0.821031231,3.634872101,300,1,atactic,62,10,1000,10758.674,1.262465174,1.240408928,1.282802604,0.020809406,5,17.85712517,16.82831323,18.45302563,0.621599711,5,17.03009175,14.07429102,19.74915407,2.038833813,5,1.24E-12,7.45E-13,1.56E-12,3.34E-13,5,2211.203437,2138.281868,2334.633309,90.03580933,5,2145.464768,2063.498324,2292.001059,87.57831208,5,5.21E-10,4.31E-10,5.81E-10,5.79E-11,5,1940815944,1721730663,2320573830,232837137.2,5,5.05E-10,4.28E-10,5.51E-10,4.87E-11,5,1997451620,1817360931,2337525193,207212188.3,5,0.000358696,0.000166148,0.00062379,0.000170359,5,0.000119565,5.54E-05,0.00020793,5.68E-05,5,1.060749525,1.052576729,1.068568116,0.007477293,5,2.501320449,2.456103683,2.543527749,0.041540024,5,0.033717194,0.028415307,0.040672335,0.004423875,5,1.562200336,1.55029447,1.573200443,0.011237942,5,0.113806933,0.104339887,0.125159865,0.009825507,5,4.08E-08,3.60E-08,4.56E-08,3.56E-09,5,0.003529109,0.000866025,0.005591492,0.001798195,5,0.0062114,-0.002552453,0.013278774,0.005742671,5,0.032524159,0.017062356,0.050260513,0.012242611,5,0.033279954,0.009270283,0.056002807,0.016540742,5,0.029459857,0.022686031,0.039524503,0.006607009,5,0.008659203,0.007681001,0.009743579,0.000739242,5,0.000110149,3.77E-05,0.000176709,5.95E-05,5,3.31E-05,-0.000250643,0.000313627,0.000211215,5,2
PI187,*C(C*)c1c(cc(cc1)C)C,132.206,6.009363636,150.04,-1023210.083,-8.552053123,2.151147298,0.414115016,-0.289639252,0.237228826,-0.176982581,17.56672377,22.21479234,17.43667696,13.048702,0.539149548,0.773384714,-2.680859247,300,1,atactic,45,10,998,5979.34,0.940383427,0.927426164,0.951689559,0.010020207,5,15.60991223,14.7034862,16.68666526,0.726540933,5,13.14057618,9.736726282,19.83981314,3.914542529,5,4.09E-13,4.03E-14,7.61E-13,3.24E-13,5,3492.04605,3439.412583,3574.365347,55.33839886,5,3403.528103,3354.946211,3496.091312,57.22828564,5,4.50E-10,3.46E-10,5.06E-10,6.11E-11,5,2261298512,1977458012,2894208756,361764311.1,5,4.38E-10,3.39E-10,4.82E-10,5.67E-11,5,2318375584,2074243538,2946741013,355797196.1,5,0.000348031,0.000260641,0.000512053,9.72E-05,5,0.00011601,8.69E-05,0.000170684,3.24E-05,5,1.032878567,1.031875404,1.033733825,0.000696884,5,2.413794119,2.38638264,2.437779278,0.021361617,5,0.041377261,0.027208177,0.051727092,0.010608133,5,1.543009001,1.534021848,1.550873652,0.006961886,5,0.214891697,0.196406258,0.235469124,0.014648085,5,6.54E-08,6.09E-08,7.03E-08,3.37E-09,5,0.016280624,0.008032405,0.021038585,0.005408173,5,-0.006783785,-0.017932458,0.00685289,0.009625514,5,0.058378311,0.048246673,0.071439863,0.009550587,5,0.054765384,0.044188624,0.062035001,0.007719014,5,0.071518756,0.068047061,0.07810572,0.004391351,5,0.019643836,0.014560793,0.02535453,0.004286979,5,0.000302386,0.000245877,0.000416463,6.74E-05,5,0.000786184,-0.000213036,0.001653823,0.000803662,5,2
PI188,*C(C*)c1c(cc(cc1)C(C)C)C(C)C,188.314,5.538647059,216.88,-1436306.742,-8.624234621,1.987644507,0.253527622,-0.236562996,-0.067968143,-0.060782689,24.75521506,29.00183815,25.14180116,20.12200588,-1.026560984,1.66193486,1.166463159,300,1,atactic,29,10,994,5491.176,0.871064672,0.863960728,0.877225572,0.004774057,5,13.04227706,11.97369511,13.93640991,0.759268941,5,8.738508804,6.684114819,10.70767289,1.440854432,5,5.80E-13,2.79E-13,8.68E-13,2.65E-13,5,3743.22618,3608.058102,3899.13671,129.051534,5,3678.040417,3555.189393,3829.490625,119.6616517,5,5.33E-10,4.69E-10,5.94E-10,4.89E-11,5,1890004465,1683263680,2134696572,176625009.1,5,5.24E-10,4.62E-10,5.84E-10,4.72E-11,5,1923147576,1712718015,2166446145,176248606.8,5,0.000316931,0.000268073,0.000364812,4.01E-05,5,0.000105644,8.94E-05,0.000121604,1.34E-05,5,1.036635153,1.034402069,1.038690902,0.001936815,5,2.255177618,2.241560053,2.268924318,0.009677451,5,0.053008812,0.035580547,0.072290905,0.013127354,5,1.489474578,1.484788809,1.493546015,0.003151429,5,0.215437297,0.203909828,0.234139783,0.012042212,5,6.61E-08,6.09E-08,7.11E-08,4.24E-09,5,0.007174384,0.003336634,0.011924622,0.004091224,5,-0.015411732,-0.031732933,0.007297577,0.016611418,5,0.035083993,0.008825019,0.073466659,0.026752443,5,0.09865253,0.058055834,0.131974758,0.030219369,5,0.076849347,0.068331386,0.084874064,0.007475705,5,0.012672975,0.011517664,0.013974861,0.00104979,5,0.000197612,6.65E-06,0.000377994,0.000152005,5,0.000218188,-0.000353923,0.000715218,0.000390472,5,2
PI189,*C(C*)c1c(cc(cc1)F)C,136.169,7.166789474,138.08,-1180599.387,-8.79430105,1.807952379,2.210194231,-2.061703545,0.68380583,-0.4083462,15.51892137,18.68202329,17.33952339,10.53521743,-0.230787625,1.407590363,-0.767530836,300,1,atactic,52,10,996,7110.858,1.058654554,1.050483929,1.063374013,0.00542324,5,16.31655338,15.46148148,17.17113206,0.78004995,5,14.46839198,11.22641182,16.49151835,2.062049339,5,1.92E-13,2.46E-14,3.15E-13,1.10E-13,5,3080.248365,3013.494665,3255.652983,99.58725295,5,3031.09432,2980.983894,3206.593482,98.25761537,5,4.36E-10,3.83E-10,5.03E-10,4.36E-11,5,2311722688,1997034143,2613023046,222079159.2,5,4.29E-10,3.79E-10,4.92E-10,4.10E-11,5,2348362233,2039710220,2641517983,215860813.3,5,0.000273085,0.000208691,0.000337554,5.64E-05,5,9.10E-05,6.96E-05,0.000112518,1.88E-05,5,1.100096411,1.087395472,1.118189864,0.011982672,5,2.41264353,2.38541229,2.425628062,0.016048108,5,0.036276581,0.018082474,0.059259553,0.015515638,5,1.520703472,1.515921112,1.523468887,0.003175632,5,0.167659758,0.156879847,0.178555416,0.007797666,5,5.15E-08,4.83E-08,5.52E-08,2.76E-09,5,0.009293729,0.003024334,0.014627559,0.004455122,5,-0.003222643,-0.006534575,0.002259943,0.003707293,5,0.050565542,0.04430053,0.05784537,0.005918511,5,0.041984281,0.037766369,0.048315151,0.004957314,5,0.052268108,0.042738844,0.059984509,0.007808508,5,0.01589275,0.011230955,0.019876241,0.003340482,5,0.000118256,-8.40E-05,0.000236424,0.000133286,5,0.000759736,0.000113313,0.001287999,0.000427023,5,2
