monomer_ID,smiles,mol_weight_monomer,atomic_weight_mean,vdw_volume_monomer,qm_total_energy_monomer,qm_homo_monomer,qm_lumo_monomer,qm_dipole_monomer,qm_dipole_x_monomer,qm_dipole_y_monomer,qm_dipole_z_monomer,qm_polarizability_monomer,qm_polarizability_xx_monomer,qm_polarizability_yy_monomer,qm_polarizability_zz_monomer,qm_polarizability_xy_monomer,qm_polarizability_xz_monomer,qm_polarizability_yz_monomer,temp,press,tacticity,DP,n_mol,n_atom_mean,Mn,density,density_min,density_max,density_std,density_count,Rg,Rg_min,Rg_max,Rg_std,Rg_count,r2,r2_min,r2_max,r2_std,r2_count,self-diffusion,self-diffusion_min,self-diffusion_max,self-diffusion_std,self-diffusion_count,Cp,Cp_min,Cp_max,Cp_std,Cp_count,Cv,Cv_min,Cv_max,Cv_std,Cv_count,compressibility,compressibility_min,compressibility_max,compressibility_std,compressibility_count,bulk_modulus,bulk_modulus_min,bulk_modulus_max,bulk_modulus_std,bulk_modulus_count,isentropic_compressibility,isentropic_compressibility_min,isentropic_compressibility_max,isentropic_compressibility_std,isentropic_compressibility_count,isentropic_bulk_modulus,isentropic_bulk_modulus_min,isentropic_bulk_modulus_max,isentropic_bulk_modulus_std,isentropic_bulk_modulus_count,volume_expansion,volume_expansion_min,volume_expansion_max,volume_expansion_std,volume_expansion_count,linear_expansion,linear_expansion_min,linear_expansion_max,linear_expansion_std,linear_expansion_count,static_dielectric_const,static_dielectric_const_min,static_dielectric_const_max,static_dielectric_const_std,static_dielectric_const_count,dielectric_const_dc,dielectric_const_dc_min,dielectric_const_dc_max,dielectric_const_dc_std,dielectric_const_dc_count,nematic_order_parameter,nematic_order_parameter_min,nematic_order_parameter_max,nematic_order_parameter_std,nematic_order_parameter_count,refractive_index,refractive_index_min,refractive_index_max,refractive_index_std,refractive_index_count,thermal_conductivity,thermal_conductivity_min,thermal_conductivity_max,thermal_conductivity_std,thermal_conductivity_count,thermal_diffusivity,thermal_diffusivity_min,thermal_diffusivity_max,thermal_diffusivity_std,thermal_diffusivity_count,TC_ke,TC_ke_min,TC_ke_max,TC_ke_std,TC_ke_count,TC_pe,TC_pe_min,TC_pe_max,TC_pe_std,TC_pe_count,TC_pair,TC_pair_min,TC_pair_max,TC_pair_std,TC_pair_count,TC_bond,TC_bond_min,TC_bond_max,TC_bond_std,TC_bond_count,TC_angle,TC_angle_min,TC_angle_max,TC_angle_std,TC_angle_count,TC_dihed,TC_dihed_min,TC_dihed_max,TC_dihed_std,TC_dihed_count,TC_improper,TC_improper_min,TC_improper_max,TC_improper_std,TC_improper_count,TC_kspace,TC_kspace_min,TC_kspace_max,TC_kspace_std,TC_kspace_count,polymer_class
PI190,*C(C*)c1c(cc(cc1)Cl)C,152.624,8.032842105,148.808,-2126777.588,-8.867893513,1.640404342,2.621768708,-2.459734188,0.427395176,0.800445028,17.73777764,22.66393582,17.9499563,12.5994408,-0.80203101,-2.971043989,0.213688348,300,1,atactic,52,10,996,7966.518,1.101968119,1.097570189,1.114025594,0.006827834,5,17.46065108,16.51691437,17.92642441,0.592267312,5,15.71065286,12.70426093,16.94915179,1.776622112,5,4.29E-13,5.14E-14,6.91E-13,2.78E-13,5,2719.939263,2646.884605,2773.740489,53.21114461,5,2660.563972,2592.679633,2712.581634,48.8727877,5,4.74E-10,3.91E-10,5.72E-10,7.95E-11,5,2158707941,1750599595,2558515786,370068006.4,5,4.64E-10,3.83E-10,5.57E-10,7.59E-11,5,2205553142,1797738802,2611917938,368696287.8,5,0.00032062,0.000233069,0.000390071,6.45E-05,5,0.000106873,7.77E-05,0.000130024,2.15E-05,5,1.138775943,1.118987549,1.204416656,0.036838768,5,2.570522863,2.542278538,2.630579317,0.036775242,5,0.038945352,0.026749743,0.054680668,0.013342737,5,1.559401404,1.556692323,1.566837246,0.004210354,5,0.163669069,0.146177328,0.173583689,0.010451204,5,5.46E-08,4.79E-08,5.89E-08,4.06E-09,5,0.007711339,0.004098908,0.011203709,0.002981224,5,0.004464536,3.76E-05,0.010362529,0.004872583,5,0.053427722,0.042218492,0.06542306,0.010549517,5,0.038363967,0.023037553,0.04786164,0.01041647,5,0.04711118,0.038659391,0.056698635,0.006980541,5,0.01229819,0.007473637,0.015665823,0.003155197,5,0.000191062,-2.60E-06,0.000339233,0.00014827,5,0.000101074,-0.000784274,0.00100406,0.000785294,5,2
PI191,*C(C*)c1c(cc(cc1)Cl)Cl,173.042,10.815125,147.488,-3230340.188,-9.215716123,1.223419348,2.203814333,-1.302801827,-1.76276384,0.228404595,17.87956167,22.90292875,18.3505246,12.38523167,-0.289698946,-3.167567639,0.676351549,300,1,atactic,62,10,1000,10758.674,1.253540775,1.236506428,1.275119238,0.015706039,5,17.652336,15.87937079,20.40413481,1.774443668,5,17.97845758,12.28086168,31.79957615,7.923844139,5,6.54E-13,2.02E-13,1.13E-12,3.78E-13,5,2132.59294,2049.278776,2211.439139,60.46250132,5,2073.135684,2011.74689,2101.77328,36.56711001,5,5.53E-10,4.46E-10,6.52E-10,7.55E-11,5,1839064324,1535127878,2244311859,262343651.7,5,5.37E-10,4.33E-10,6.16E-10,6.86E-11,5,1890163937,1623644424,2311839213,260993607.1,5,0.00035981,0.000251118,0.000574617,0.00012521,5,0.000119937,8.37E-05,0.000191539,4.17E-05,5,1.084127877,1.063678273,1.100430821,0.015778569,5,2.540096194,2.499162828,2.58277355,0.035772221,5,0.036360068,0.019829613,0.056001653,0.015287937,5,1.567133826,1.55776925,1.579041517,0.008652175,5,0.107893694,0.096713029,0.11947526,0.010599679,5,4.03E-08,3.65E-08,4.33E-08,2.77E-09,5,0.004264219,0.002993244,0.005715105,0.001049023,5,0.010522769,0.000815591,0.023327534,0.0094235,5,0.040632864,0.023506304,0.05918321,0.012876329,5,0.016005593,-0.007494238,0.03233332,0.01657559,5,0.027518927,0.016885157,0.03350944,0.007983543,5,0.008831976,0.006258185,0.010684118,0.001954403,5,0.000108084,1.80E-05,0.000166448,6.16E-05,5,9.26E-06,-8.94E-05,0.000182476,0.000108642,5,2
PI192,*C(C*)c1c(ccc(c1)C)C,132.206,6.009363636,150.056,-1023211.657,-8.581144044,2.022919494,0.286669818,-0.222330911,-0.18081184,0.0074585,17.57859832,21.76608445,18.42429818,12.54541234,-0.053126357,-0.751245607,1.404948618,300,1,atactic,45,10,998,5979.34,0.925112294,0.917359995,0.932402598,0.006014216,5,14.82832636,13.88298847,15.85246216,0.877017416,5,11.89408471,10.36612094,13.8636976,1.438430727,5,6.85E-13,1.47E-13,1.45E-12,4.78E-13,5,3524.353879,3403.09742,3687.508163,124.2698717,5,3422.378569,3364.898371,3480.111135,49.73425377,5,5.24E-10,3.79E-10,6.94E-10,1.14E-10,5,1982918504,1444052957,2637183403,432969536,5,5.08E-10,3.70E-10,6.55E-10,1.02E-10,5,2037041249,1529797014,2704524236,425755679.9,5,0.000387506,0.00019158,0.000665018,0.000193835,5,0.000129169,6.39E-05,0.000221673,6.46E-05,5,1.032133518,1.030190652,1.034162627,0.001408437,5,2.38181416,2.363505125,2.39723155,0.013777679,5,0.041011248,0.028720763,0.052056414,0.009046536,5,1.532862311,1.527519058,1.537896779,0.004149692,5,0.194019925,0.18553745,0.207216233,0.008954949,5,5.96E-08,5.45E-08,6.32E-08,3.23E-09,5,0.012770618,0.010505921,0.017799282,0.002992822,5,0.010364836,-0.002514538,0.01680277,0.007501978,5,0.062725987,0.043948348,0.076994549,0.013351579,5,0.037961881,0.012012059,0.070826303,0.023347819,5,0.052811304,0.037220642,0.062642665,0.009516673,5,0.016654608,0.013089592,0.021584405,0.00415576,5,0.000353315,0.000254708,0.00042012,6.13E-05,5,0.000377377,-0.00010211,0.000733101,0.000339958,5,2
PI193,*C(C*)c1c(ccc(c1)C(C)(C)C)C,174.287,5.62216129,199.824,-1333035.623,-8.614763148,2.024167602,0.341203468,0.316851814,-0.126094164,0.011180195,22.96892472,28.03143349,23.57699134,17.29834933,1.192321602,0.888822675,0.25803127,300,1,atactic,32,10,1000,5607.254,0.896333211,0.889839804,0.900258702,0.004028179,5,14.03656517,12.31782989,16.4321307,1.636162687,5,10.18890607,6.287702531,16.10829194,3.675222056,5,7.44E-13,2.25E-13,1.22E-12,4.04E-13,5,3729.167385,3672.285085,3813.619636,64.53517567,5,3663.596517,3579.519592,3738.618502,64.50159205,5,4.93E-10,4.01E-10,6.04E-10,9.60E-11,5,2087895041,1657739482,2494751499,384613859.6,5,4.85E-10,3.93E-10,5.93E-10,9.58E-11,5,2126206322,1688507916,2544796290,397559006.5,5,0.000304022,0.000252421,0.000352518,4.61E-05,5,0.000101341,8.41E-05,0.000117506,1.54E-05,5,1.031343203,1.030632643,1.03196874,0.000540668,5,2.304727934,2.291220362,2.313299663,0.00841474,5,0.047920635,0.03458506,0.06070451,0.009898661,5,1.507772826,1.50342017,1.510407535,0.002701096,5,0.211943136,0.193429266,0.226381288,0.012606632,5,6.34E-08,5.88E-08,6.68E-08,3.31E-09,5,0.014465573,0.010170702,0.025412938,0.006376622,5,0.003396215,-0.005253999,0.01630234,0.008580077,5,0.073486029,0.065340447,0.08325963,0.008638416,5,0.045438552,0.01936038,0.05666722,0.015309872,5,0.061045256,0.049600417,0.077549962,0.011678314,5,0.013024631,0.008268104,0.016178992,0.003004285,5,0.000240312,0.000219102,0.000267472,2.22E-05,5,0.000846568,0.000357545,0.001523483,0.000518547,5,2
PI194,*C(C*)c1c(ccc(c1)C(C)C)C(C)C,188.314,5.538647059,216.776,-1436306.256,-8.608251951,1.992727378,0.284806046,-0.170577896,0.223003189,-0.047825125,24.84621892,30.38312424,24.33769071,19.8178418,0.525278331,-1.102918485,-1.026300307,300,1,atactic,29,10,994,5491.176,0.870067341,0.849791352,0.882484572,0.012602025,5,12.58652312,11.92739844,13.12486631,0.449963387,5,9.164760683,6.353988638,10.89711873,1.706507735,5,1.51E-13,1.09E-13,2.73E-13,6.91E-14,5,3748.268404,3685.149003,3801.059561,42.85427165,5,3689.484472,3638.972771,3737.150202,39.43893361,5,5.22E-10,4.17E-10,6.27E-10,8.83E-11,5,1960816350,1593930866,2399885625,343653482.9,5,5.15E-10,4.06E-10,6.23E-10,8.98E-11,5,1993636751,1604851205,2462536249,360970205,5,0.000287903,0.000210987,0.000341084,5.06E-05,5,9.60E-05,7.03E-05,0.000113695,1.69E-05,5,1.030420213,1.026681354,1.032204676,0.002263376,5,2.253397544,2.209805325,2.279618289,0.027054228,5,0.049036655,0.028658819,0.070306069,0.015124824,5,1.490946565,1.477539837,1.499189719,0.008341974,5,0.190254382,0.179585037,0.215276664,0.014258249,5,5.83E-08,5.63E-08,6.45E-08,3.52E-09,5,0.010613646,0.006377725,0.013704315,0.002720992,5,0.010425335,0.000925258,0.035367343,0.01428659,5,0.065217925,0.046349743,0.088121957,0.015182156,5,0.037380223,-0.007697584,0.058765592,0.02688083,5,0.059711207,0.046715892,0.068880775,0.00937515,5,0.006660465,0.003633565,0.010956757,0.002703324,5,0.000141675,7.60E-05,0.000224095,6.17E-05,5,0.000103906,-0.000336479,0.000620997,0.0003936,5,2
PI195,*C(C*)c1c(ccc(c1)Cl)Cl,173.042,10.815125,147.456,-3230341.511,-9.140559558,1.235045848,0.659672622,-0.655516854,0.016997828,-0.07194926,17.85684688,20.93125353,20.80792639,11.83136072,2.909366918,1.854529607,0.042066305,300,1,atactic,62,10,1000,10758.674,1.246008309,1.220249517,1.263850809,0.017918998,5,17.28669095,16.34988739,18.05864728,0.815241853,5,15.70760302,10.99431253,18.17418812,2.81450212,5,5.14E-13,5.84E-14,1.29E-12,5.03E-13,5,2071.881797,2023.298165,2212.233709,79.63523163,5,2035.503348,1992.986101,2127.889511,54.8557517,5,5.06E-10,4.22E-10,6.18E-10,8.19E-11,5,2017112472,1619980214,2370482927,313863859.4,5,4.97E-10,4.15E-10,5.94E-10,7.68E-11,5,2051155029,1684072783,2410169089,309648209.9,5,0.000264194,0.000159712,0.000467473,0.000118418,5,8.81E-05,5.32E-05,0.000155824,3.95E-05,5,1.026402838,1.024320933,1.028681143,0.001946581,5,2.466739437,2.420856476,2.499583057,0.031872142,5,0.05485083,0.030982548,0.08407213,0.020273646,5,1.562133092,1.548074786,1.571910275,0.009798151,5,0.112111131,0.105123653,0.117213296,0.004477195,5,4.35E-08,4.07E-08,4.64E-08,2.23E-09,5,0.002230552,0.000155362,0.005262492,0.00202282,5,0.001524547,-0.006408491,0.012327138,0.008977629,5,0.033974695,0.019824567,0.048651259,0.013484009,5,0.032635572,0.007764178,0.055947674,0.022563711,5,0.033291627,0.029320653,0.035913173,0.003199857,5,0.008251723,0.006899093,0.009344262,0.001053901,5,0.000110055,3.79E-05,0.000240322,7.72E-05,5,9.24E-05,-0.000242845,0.00037383,0.000249423,5,2
PI196,*C(C*)c1c(ccc(c1)F)F,140.132,8.75825,127.448,-1337990.373,-9.071468064,1.397136781,0.52414845,-0.512306346,-0.095424069,0.056285459,13.72616795,17.1088027,14.47862569,9.591075465,0.251964172,-1.325130896,0.408663128,300,1,atactic,62,10,1000,8718.254,1.182523433,1.173320807,1.192452937,0.006882718,5,18.14554033,17.03345455,19.14123701,0.92951593,5,19.11076868,13.78603152,22.56190636,3.417567957,5,9.10E-13,4.63E-13,1.52E-12,4.38E-13,5,2705.546333,2557.430758,2862.158267,120.4251423,5,2626.723273,2549.842423,2709.310844,72.19697472,5,5.82E-10,4.58E-10,7.22E-10,1.02E-10,5,1763680554,1385989444,2184485453,307024927.1,5,5.64E-10,4.49E-10,6.88E-10,9.33E-11,5,1813465228,1455277036,2228797500,299898717.9,5,0.000391901,0.000125029,0.000609637,0.000211117,5,0.000130634,4.17E-05,0.000203212,7.04E-05,5,1.045138952,1.043095943,1.047454604,0.002060542,5,2.28356761,2.272291337,2.296247533,0.009068996,5,0.037201357,0.024302057,0.050467505,0.010893138,5,1.496134816,1.491588661,1.501050162,0.003403954,5,0.146382976,0.138465749,0.151199529,0.005099492,5,4.59E-08,4.10E-08,4.90E-08,3.13E-09,5,0.004439915,0.000258826,0.010027709,0.003609518,5,0.005881653,-0.0110873,0.017997347,0.011273106,5,0.041432716,0.019489225,0.054583147,0.013726128,5,0.040967081,0.021552165,0.068394379,0.017947161,5,0.042042277,0.034333405,0.054487627,0.007944632,5,0.010820814,0.006401269,0.014793667,0.0029826,5,0.000104836,8.07E-06,0.000205081,7.21E-05,5,0.000693685,-9.00E-05,0.001444357,0.000572539,5,2
PI197,*C(C*)c1c(ccc(c1)C)F,136.169,7.166789474,138.632,-1180605.064,-8.81448496,1.74826216,1.555038729,1.105405321,-0.978155693,0.489321943,15.67935262,19.40402792,16.39838174,11.23564821,0.381642024,1.56208683,-0.861623427,300,1,atactic,52,10,996,7110.858,1.053218614,1.037682429,1.061357791,0.009344051,5,17.5614621,16.53404543,18.40994512,0.828252238,5,18.19477088,13.76561793,22.36317136,4.039885392,5,6.58E-13,9.17E-14,1.17E-12,5.03E-13,5,3030.360266,2950.391794,3228.53191,113.599244,5,2965.013502,2897.714996,3093.566713,77.15806601,5,4.35E-10,3.73E-10,5.30E-10,6.94E-11,5,2341931163,1887982639,2678532585,352037820.7,5,4.26E-10,3.67E-10,5.23E-10,6.69E-11,5,2391796866,1913375959,2722546963,349974971,5,0.000307654,0.000251222,0.000481318,9.74E-05,5,0.000102551,8.37E-05,0.000160439,3.25E-05,5,1.095860839,1.086327511,1.107417135,0.009239479,5,2.418182053,2.397252523,2.434850689,0.015909639,5,0.034982926,0.022536598,0.058301949,0.014631224,5,1.523908365,1.514710579,1.528738377,0.005534912,5,0.195322638,0.17971655,0.207277592,0.010577327,5,6.12E-08,5.76E-08,6.56E-08,3.12E-09,5,0.008777629,0.006390731,0.014143172,0.00306311,5,0.005283243,0.002020891,0.007851947,0.002470451,5,0.055403772,0.045868749,0.071598463,0.011543395,5,0.048123374,0.037400187,0.065671248,0.010823896,5,0.055857903,0.050057906,0.061918137,0.00528075,5,0.020981674,0.016247991,0.027363539,0.004480642,5,0.000279548,0.000154254,0.000400303,9.64E-05,5,0.000615494,4.49E-05,0.001287095,0.000514772,5,2
PI198,*C(C*)c1c(ccc(c1)Br)OCCCC,255.155,8.798448276,212.024,-8184094.466,-8.350909558,1.6302843,3.109760795,3.094869493,-0.099119302,0.287350639,25.04311361,32.54112578,25.20708402,17.38113105,-3.448496231,0.875102771,0.94093458,300,1,atactic,34,10,994,8705.34,1.2582648,1.242068679,1.270537174,0.010911099,5,14.88363327,12.88158785,17.55105017,1.706127309,5,11.74862052,2.038377715,21.29883217,7.004520973,5,9.69E-13,5.81E-13,1.63E-12,3.93E-13,5,2579.873926,2450.176367,2693.700655,103.3167917,5,2461.158063,2380.138143,2515.798291,55.31862898,5,6.30E-10,4.38E-10,7.58E-10,1.30E-10,5,1653225026,1324005677,2281844133,387032255.1,5,5.99E-10,4.26E-10,7.04E-10,1.12E-10,5,1726619003,1423547286,2348976210,374583606.3,5,0.000550274,0.000359733,0.000845494,0.000205177,5,0.000183425,0.000119911,0.000281831,6.84E-05,5,1.130733691,1.116581932,1.15134119,0.012822868,5,2.488257122,2.457303988,2.507356978,0.020535072,5,0.06217078,0.023748694,0.090180037,0.026445672,5,1.53541482,1.527166444,1.541682847,0.005563388,5,0.15926394,0.138060477,0.174413103,0.015062666,5,4.91E-08,4.40E-08,5.56E-08,4.48E-09,5,0.010697162,0.005746945,0.015510731,0.004092729,5,0.007383657,-0.003842652,0.014132697,0.006753808,5,0.04664974,0.036151353,0.055566608,0.008727051,5,0.033974949,0.011073729,0.05740317,0.017643256,5,0.052307594,0.042510838,0.062360699,0.007469685,5,0.008121079,0.000705166,0.014095419,0.005418693,5,0.000125549,5.04E-05,0.000276956,8.91E-05,5,4.21E-06,-0.000719245,0.000661474,0.000546928,5,2
PI199,*C(C*)c1c(ccc(c1)Br)OCC,227.101,9.873956522,178.64,-7977547.703,-8.357898466,1.634684417,3.168815659,2.575514704,-1.627464368,-0.871479444,21.31049711,23.61275458,19.40493399,20.91380277,-6.729709198,-0.427316151,-1.627414976,300,1,atactic,43,10,997,9795.413,1.33930596,1.328476181,1.351698815,0.01038663,5,16.35792784,15.20230662,18.15888695,1.112485959,5,15.12796734,12.4808126,19.21844736,2.604013618,5,5.95E-13,9.80E-14,1.13E-12,4.26E-13,5,2227.399524,2172.34252,2280.572563,47.84292356,5,2174.337773,2136.492261,2214.040495,31.33333362,5,5.17E-10,3.77E-10,7.26E-10,1.28E-10,5,2020473434,1378538595,2649567472,451212952.6,5,5.04E-10,3.71E-10,7.00E-10,1.20E-10,5,2067177094,1430236396,2698917505,450003706.2,5,0.000348076,0.000261411,0.000515396,0.000101834,5,0.000116025,8.71E-05,0.000171799,3.39E-05,5,1.190727471,1.162426237,1.209756036,0.019215487,5,2.58332191,2.567319267,2.599006201,0.012629194,5,0.044248113,0.029530554,0.067591931,0.014818694,5,1.546794599,1.541467934,1.552899558,0.005112155,5,0.139419841,0.128535135,0.161661647,0.013014798,5,4.68E-08,4.32E-08,5.52E-08,4.89E-09,5,0.006187849,-0.003021989,0.01015961,0.005473076,5,0.000920046,-0.002792619,0.005821033,0.003627357,5,0.040052372,0.017538448,0.05677064,0.014600958,5,0.040510362,0.023668955,0.061190797,0.016044749,5,0.044039481,0.036682,0.055259011,0.007639816,5,0.007373954,0.002403693,0.010448547,0.003111626,5,7.51E-05,-6.09E-05,0.00012571,7.75E-05,5,0.000260722,3.30E-05,0.0005045,0.000190007,5,2
PI200,*C(C*)c1c(ccc(c1)Br)OC,213.074,10.6537,161.872,-7874261.372,-8.384991232,1.616542318,3.003024065,2.029368295,-2.194423949,0.290381461,19.37692504,20.26565796,25.01440905,12.85070811,-1.613861759,0.431016697,-1.312213432,300,1,atactic,50,10,1008,10683.77,1.378340664,1.336022412,1.415404637,0.029023827,5,14.96406325,13.2163749,16.64083945,1.610363678,5,12.32365091,3.322446126,16.75587106,5.675694817,5,4.91E-13,6.37E-14,9.82E-13,3.49E-13,5,2112.922368,2056.609215,2209.878769,58.4487597,5,2068.886239,2041.675901,2096.715667,19.49892552,5,5.67E-10,3.61E-10,8.42E-10,1.79E-10,5,1907947001,1188968183,2770936990,589957716.1,5,5.52E-10,3.57E-10,7.88E-10,1.61E-10,5,1940386251,1269597073,2799575304,576252602.9,5,0.000315199,0.000190517,0.000736736,0.000236247,5,0.000105066,6.35E-05,0.000245579,7.87E-05,5,1.180999381,1.152355926,1.217388089,0.02528157,5,2.568525939,2.489030096,2.595060823,0.045535196,5,0.052435344,0.04078459,0.066721582,0.009757158,5,1.545112955,1.525051715,1.562828153,0.013807381,5,0.128686133,0.111622196,0.136465605,0.00983383,5,4.42E-08,4.06E-08,4.69E-08,2.44E-09,5,0.002088347,0.000404005,0.005055583,0.002080626,5,-0.0095638,-0.021212492,0.005042552,0.011100408,5,0.019762685,-0.004056998,0.040073214,0.020277074,5,0.062201982,0.036166887,0.099032555,0.025698859,5,0.042727985,0.037448955,0.047538352,0.004633454,5,0.011091529,0.00555065,0.01500182,0.003782136,5,0.000111391,3.63E-05,0.000191128,6.23E-05,5,0.000266013,-0.000200346,0.000774822,0.000397972,5,2
PI201,*C(C*)c1c(ccc(c1)Br)OCCC,241.128,9.274153846,195.336,-8080821.985,-8.354403313,1.628158751,3.137043717,2.875234391,-1.118705207,-0.567951704,23.13136138,27.11357354,24.89379486,17.38671573,-4.895863622,-1.921514639,-2.241441446,300,1,atactic,38,10,996,9192.934,1.280338839,1.26214339,1.296867387,0.014549858,5,14.99578566,13.60717104,15.9157667,0.998783488,5,11.62232865,8.452239419,15.92378995,3.054070684,5,6.00E-13,4.37E-13,7.74E-13,1.53E-13,5,2408.469608,2338.816772,2494.931614,66.8906185,5,2319.420773,2287.704005,2371.836391,32.72831726,5,6.37E-10,4.94E-10,8.94E-10,1.55E-10,5,1639093894,1120165593,2026921069,341907836.8,5,6.11E-10,4.83E-10,8.31E-10,1.33E-10,5,1695771143,1204606484,2070174637,323287405.1,5,0.000481903,0.000304508,0.000807157,0.000213965,5,0.000160634,0.000101503,0.000269052,7.13E-05,5,1.110133274,1.09412711,1.125843033,0.0120302,5,2.456954218,2.433780713,2.484970861,0.018322663,5,0.05719758,0.038976736,0.086689913,0.018000805,5,1.531920058,1.522883988,1.540151795,0.00723527,5,0.138151779,0.129488062,0.146084427,0.006045964,5,4.48E-08,4.33E-08,4.68E-08,1.42E-09,5,0.00618918,0.003292024,0.008860634,0.002229186,5,0.006967897,-0.001774346,0.016712834,0.007272502,5,0.044193747,0.024116834,0.059290393,0.013449962,5,0.034768413,0.00957666,0.063549656,0.019414756,5,0.03942711,0.032757091,0.049832234,0.007134887,5,0.00632393,0.003505188,0.0086703,0.00218021,5,9.52E-05,4.12E-05,0.000152159,5.16E-05,5,0.000186345,-0.000292589,0.000657963,0.000344232,5,2
PI202,*C(C*)c1c(ccc(c1)Br)OC(C)C,241.128,9.274153846,194.904,-8080831.874,-8.312008876,1.636086062,3.24919899,2.877825034,-1.494028475,0.208077066,23.10923941,26.21479364,26.20388245,16.90904215,-4.290514952,1.266351096,2.073434411,300,1,atactic,38,10,996,9192.934,1.258870669,1.231624147,1.278669653,0.017070152,5,15.70495361,14.72676859,16.17852868,0.615869605,5,13.05539081,10.73568651,15.39425597,2.005898849,5,4.62E-13,1.74E-13,9.17E-13,3.23E-13,5,2380.222784,2317.571568,2461.857948,68.40582216,5,2334.584248,2275.852384,2425.414334,62.04605434,5,5.54E-10,5.06E-10,6.23E-10,5.08E-11,5,1816460004,1607104906,1976329590,160496942.2,5,5.44E-10,4.95E-10,6.04E-10,4.77E-11,5,1851400882,1656437445,2018755269,157812046,5,0.000322624,0.000241663,0.000440034,7.26E-05,5,0.000107541,8.06E-05,0.000146678,2.42E-05,5,1.125888154,1.102934068,1.150142157,0.021265054,5,2.438458865,2.376659781,2.492469501,0.044012115,5,0.039996094,0.025829974,0.054693191,0.011342067,5,1.520695343,1.507315284,1.530466381,0.008395411,5,0.144697579,0.137845183,0.153982955,0.006404017,5,4.83E-08,4.59E-08,5.27E-08,2.78E-09,5,0.007895586,0.003996307,0.016500746,0.005398338,5,-0.006628284,-0.014068043,-0.001535834,0.005222,5,0.040010413,0.027663609,0.057730786,0.012588957,5,0.045899908,0.034383084,0.059952267,0.012334077,5,0.048333844,0.045869182,0.051047534,0.002164728,5,0.008817709,0.005942192,0.013246981,0.002959223,5,0.000159652,0.000146363,0.000172608,1.17E-05,5,0.000208752,-0.000489235,0.001128589,0.000712728,5,2
PI203,*C(C*)c1c(ccc(c1)Br)OCCCCC,269.182,8.4119375,229.016,-8287367.19,-8.348541101,1.630687506,3.164444281,3.159009338,-0.181533644,0.037591879,26.85778599,35.00118864,26.69654861,18.87562071,3.146826623,0.139763313,-0.398111184,300,1,atactic,31,10,1000,8374.712,1.225241179,1.201151485,1.2395096,0.015310103,5,13.86362583,12.77387638,15.6371699,1.142318624,5,10.02368814,6.312724691,15.5855916,3.556688812,5,1.03E-12,5.48E-13,1.39E-12,3.28E-13,5,2734.527278,2634.292665,2853.713457,97.47983433,5,2621.131028,2572.678542,2716.305741,55.93939147,5,8.29E-10,4.62E-10,1.23E-09,3.54E-10,5,1413767707,814954731.7,2170063608,616159475.6,5,7.93E-10,4.50E-10,1.19E-09,3.32E-10,5,1470129639,844440089.7,2224361365,630065155.8,5,0.000601316,0.00035128,0.000988096,0.000248283,5,0.000200439,0.000117093,0.000329365,8.28E-05,5,1.115138377,1.099263329,1.126756063,0.010766509,5,2.452883663,2.423242158,2.487034542,0.023234325,5,0.063857662,0.053266595,0.090439526,0.015549374,5,1.528952427,1.516556121,1.536319784,0.007886896,5,0.161556934,0.1538282,0.16650465,0.005371731,5,4.82E-08,4.72E-08,5.04E-08,1.28E-09,5,0.00510213,0.00139321,0.01014332,0.003515698,5,-0.002868001,-0.011237688,0.001515896,0.005104206,5,0.039166198,0.032185578,0.045355241,0.005944684,5,0.056378727,0.036620574,0.072061128,0.014781358,5,0.052245939,0.048789003,0.056527821,0.00322888,5,0.011301852,0.008034305,0.012402868,0.001844537,5,9.12E-05,3.45E-05,0.00013267,4.97E-05,5,0.000138879,-0.000444182,0.000725172,0.00041863,5,2
